addressid,stateprovinceid,city,addressline2,modifieddate,rowguid,postalcode,spatiallocation,addressline1
22918,24,Chicago,,2014-04-14 00:00:00,7ad10368-f96d-4128-b51f-98716888230d,60610,E6100000010C43A6264412EE444007A89C3729EC55C0,5785 Lislin Ct.
22919,79,Edmonds,,2013-11-04 00:00:00,e842002a-e4cd-411d-8157-f9cce8b60952,98020,E6100000010CB78FDC073FDD47407A3567B779925EC0,2348 Polaris Dr.
22920,77,Cranbourne,,2014-02-13 00:00:00,a50ef21b-38ee-48a9-82bf-6ea486190f2d,3977,E6100000010CDAB75C49BC0F43C0F1A644650D236240,3331 Buchanan St.
22921,9,Colma,,2014-02-20 00:00:00,958343e2-2fe2-4df1-8bf7-9e1b94474149,94014,E6100000010C16DBF3C070D442403146099E8DA15EC0,212 Pheasant Circle
22922,79,Issaquah,,2014-05-18 00:00:00,43952823-f83a-4f0d-9ac0-56de2525f0f5,98027,E6100000010CD23C5CFBA6C24740A390B17E0F885EC0,253 Marfargoa Drive
22923,7,Newton,,2014-02-03 00:00:00,ca91a2ec-9285-4eb0-9711-1dc297eceb9b,V2L3W8,E6100000010CD0B18EDB02F84A40A6541BD86DB65EC0,1240 Dayton Court
22924,9,Coronado,,2012-12-07 00:00:00,e072e289-096d-4c93-8c47-4a15623f8c79,92118,E6100000010CCE0BF0168E554040D8438E312C4C5DC0,611 Hilltop Dr.
22925,77,Cranbourne,,2013-07-14 00:00:00,b0c420bf-29b7-4771-a1a5-6b9c06144ec5,3977,E6100000010C0E57BC3E1B1543C025547861A8216240,6252 Winding Lane
22926,79,Bremerton,,2012-09-03 00:00:00,bb11ed2c-2415-4527-8903-6e875148b704,98312,E6100000010CC255B0E69DCF4740A065420024A95EC0,1534 Lanton Ave
22927,14,Warrington,,2012-04-06 00:00:00,41740576-3e22-496d-b475-6a7594d6483d,WA1,E6100000010CF1F2E09A0BAA4A40DD0432F52E8A04C0,2775 Mt. Olivet Pl.
22928,9,Berkeley,,2014-04-15 00:00:00,78d3777d-56a9-4b70-ac6d-d30b07b67697,94704,E6100000010CFF92400A78F14240CBBDC5A15B885EC0,4321 West I St
22929,14,Reading,,2014-02-04 00:00:00,d826b831-a1b1-42a4-a739-a99e4746c86a,RG7 5H7,E6100000010CC84B23D405BC494091C610DC41D7EEBF,4193 E. 28th Street
22930,14,London,,2013-09-19 00:00:00,991bf81d-29c9-4c17-9875-6496e0c17466,SE1 8HL,E6100000010C1B58C65B82C9494043DBE77CD6DABABF,9401 Columbia River Ct
22931,70,Kiel,,2012-05-21 00:00:00,90b50531-5851-4b86-b262-6d7b4eac8e80,24044,E6100000010C00000000000000000000000000000000,Holzstr 4222
22932,64,Rockhampton,,2012-10-17 00:00:00,c7942025-8aa5-4305-aac4-6808b2700abb,4700,E6100000010C2E13EC86E26937C0689815BECFC96240,5979 Leisure Lane
22933,53,Werne,,2012-06-29 00:00:00,7d4632a7-3cbc-4063-bac8-f30fbb993aa7,59368,E6100000010CA07A1001D3D64940207ACA735C841E40,Auf dem Ufer 664
22934,9,Downey,,2012-07-01 00:00:00,d554e0b9-0433-4443-b8b0-730ff5e226db,90241,E6100000010CB12D2182EDF54040E765674014935DC0,3589 Bancroft Rd.
22935,7,Royal Oak,,2013-11-04 00:00:00,98dfe826-8ea7-46cb-a3ed-3af121702aa9,V8X,E6100000010C73056FE7503F48403BFFAFAB20CF5EC0,5339 Longview Road
22936,8,Erlangen,,2011-09-18 00:00:00,083fa8aa-f80b-4cd0-af30-866649faf3f8,91054,E6100000010CE7A1C049DCD248406099622825102640,Pappelallee 620
22937,178,Paris La Defense,,2013-12-21 10:09:29.423,992c6c93-77cc-43c0-a0de-f5f88d6d8eb1,92081,E6100000010C00000000000000000000000000000000,"9, boulevard Tremblay"
22938,79,Bellingham,,2013-09-03 00:00:00,a7199c7b-9356-4bcd-b0ed-2db7369a2454,98225,E6100000010CABB036234061484022C16BA97CA95EC0,1707 Ravenwood Dr.
22939,79,Edmonds,,2011-12-08 00:00:00,043b0333-b8b3-4b39-83e3-ec0a8ae0500a,98020,E6100000010C07F3C9E4FCEE474072A6F535D3945EC0,6366 Baker Dr.
22940,164,Versailles,,2013-12-21 10:09:29.423,27c413d9-deb4-4ec2-8284-fba7b4e37228,78000,E6100000010C5B5B77CB8E6D4840F679963C9EF40040,"7055, rue de Longchamp"
22941,70,Stuttgart,,2014-05-22 00:00:00,464617da-5936-4ba4-85e4-8f37f47dc89b,70511,E6100000010C00000000000000000000000000000000,Klara Straße 844
22942,7,Metchosin,,2014-03-14 00:00:00,751eed0f-83a0-4be7-9e66-72fe881c69dd,V9,E6100000010C27A23AC5063A4840E853FDA3AFDC5EC0,2989 Pepperidge Way
22943,58,Lebanon,,2013-09-13 00:00:00,62cf4cb0-8d92-4fae-958c-3f3e3d974683,97355,E6100000010C8DEAE57D714A46407BE50DA73DB25EC0,7902 Hudson Ave.
22944,9,Lakewood,,2014-04-20 00:00:00,ade1a1f5-80fc-4624-9afe-37e28deb749a,90712,E6100000010CA7E1FC222EEF4040A5E279C0A18B5DC0,7434 Weaver Lane
22945,14,Woolston,,2014-03-10 00:00:00,f99d3745-637d-4952-a4d0-e18f4130d5b0,WA1 4SY,E6100000010C5C5FA7647AAF4A40C9EDD170672604C0,8548 Dewing Ave.
22946,7,Newton,,2013-11-17 00:00:00,ab82cd46-58ac-483a-b570-6ba3433a9d93,V2L3W8,E6100000010C9FFC4D63F8EC4A409F5B75E6B7A65EC0,2602 Glenside Court
22947,161,Paris,,2013-12-21 10:09:29.423,fdcba460-536b-4d8e-8194-57c99fcc90ca,75009,E6100000010C12198ED8826C4840166C72E3C7B90240,"9, route de Marseille"
22948,9,Novato,,2012-03-27 00:00:00,bd031d2c-3629-4b1d-b8f1-fc168d17c6a8,94947,E6100000010C3A144ED707064340A18AE78DDEB05EC0,2389 E Eagle Peak Rd.
22949,9,San Carlos,,2013-10-27 00:00:00,94b97fcc-90ec-49b7-aaca-00ffba8b4210,94070,E6100000010CFC7B511280BA42402CDFC71583965EC0,466 Garcia Ranch Road
22950,9,Woodland Hills,,2014-03-31 00:00:00,f05eff57-22e8-4f2b-87bb-b70254a43044,91364,E6100000010C35B8EDDE29134140F088864A37AD5DC0,3162 Chaucer Drive
22951,9,Chula Vista,,2014-01-14 00:00:00,550ae6ac-0067-407d-b15b-79dda0b5babc,91910,E6100000010C7EEFD40ADF4B40408AD906025E435DC0,1881 Pinehurst Court
22952,145,Dunkerque,,2013-12-21 10:09:29.423,3f003c71-f8a1-4b8d-b8bc-6c5dee06677d,59140,E6100000010C60FD2488FD8B49407BB57CF2A3CC0240,"5402, rue Lauriston"
22953,64,Caloundra,,2012-06-27 00:00:00,2f252bb6-564d-4fd9-ba0c-23698b77c13a,4551,E6100000010CBA9E6E01C2BF3AC0FEBDA2A5EA246340,3727 Withersed Lane
22954,7,Langford,,2012-05-28 00:00:00,1f580488-a466-4ab4-afb2-f9174597fab8,V9,E6100000010CF6CA7BF67E414840B24D2660EADC5EC0,4444 Buckingham Dr.
22955,14,York,,2013-02-10 00:00:00,e0d1d068-2009-4a2c-b6bb-9f6a21612def,YO15,E6100000010C2F5A3DE9EE004B40BB99FFF43258F1BF,1698 10th Avenue
22956,19,Dresden,,2012-10-05 00:00:00,928c60ee-931c-46e1-be1e-2f01bde84783,01071,E6100000010C00000000000000000000000000000000,Postfach 11 09 00
22957,9,Burlingame,,2014-04-20 00:00:00,cfb0e9c9-9bcd-4cf2-9321-91a40a74c4ea,94010,E6100000010C9D44B2B0DDC642406C0CD5AC26945EC0,618 Oak Street
22958,79,Marysville,,2014-05-17 00:00:00,546a4b79-f0f6-4af4-8097-66ecf9ed3f3a,98270,E6100000010C15E9C63FFA0D4840E9B344568F855EC0,9512 C. Mt. Hood
22959,9,Burbank,,2014-03-14 00:00:00,c984cba1-a555-491a-b64b-9bf16a77b540,91502,E6100000010C8DADB4BA35114140E9E3F54D09905DC0,1008 Lydia Lane
22960,103,Saint Ouen,,2013-12-21 10:09:29.423,b8c72eb6-bdb2-4fdd-83dc-b948f4bd994b,17490,E6100000010C40B20EDE95F446406C5D9C8E3C01C7BF,"33, allée des Princes"
22961,9,Bellflower,,2013-06-23 00:00:00,5d1fdacf-3a4d-4f41-806d-d20e96be31b2,90706,E6100000010CB7A9864353F340405A79FB0461935DC0,6057 Hill Street
22962,58,Oregon City,,2014-02-07 00:00:00,549d3441-654e-4d48-88e4-9e35e1b5fe1f,97045,E6100000010C52701BF821AD464033FC432EC5AC5EC0,7122 Athene Dr.
22963,14,York,,2014-05-27 00:00:00,11215753-581f-4be2-843c-4d2bb15512c2,YO15,E6100000010CDA19DC5919FC4A401D6F91571951F1BF,8871 Likins Ave.
22964,161,Paris,,2013-12-21 10:09:29.423,5384aeb4-6b01-46cd-8169-8d33a89677ae,75012,E6100000010C00311B5E806B4840F39E553FED590340,"8, rue Lafayette"
22965,50,Newcastle,,2012-12-13 00:00:00,bdd0de20-1e3e-45c0-9823-deec42dd6964,2300,E6100000010CBB527A31AE7540C079707C9F5DFB6240,5339 Longview Road
22966,9,Concord,,2013-10-29 00:00:00,e803bf64-92fa-41c9-a593-d8cccbc81817,94519,E6100000010C7FBC52F452004340DF7D37D8E9785EC0,4790 Curletto Drive
22967,181,Cergy,,2013-12-21 10:09:29.423,74a4b29f-6ed3-4fb5-8341-4d0afc865ff4,95000,E6100000010C33B14DCD44844840EC2912D962850040,"8787, avenue de l´ Union Centrale"
22968,77,South Melbourne,,2012-05-16 00:00:00,e70a61d2-e442-423f-a4d6-d8f802ab2b5c,3205,E6100000010CDF4977A446E542C055AE64BE541D6240,1626 Green Valley Road
22969,9,West Covina,,2012-07-12 00:00:00,a46007a6-7f3b-4dc4-acfe-c60459bbf81e,91791,E6100000010C4C45AD29C30841404E40F17919705DC0,5240 Premier Pl.
22970,7,Langley,,2013-07-06 00:00:00,8ed7b4c8-2cd4-461c-bd7f-a268c16ca17f,V3A 4R2,E6100000010C94E0BA46598448402EA784558CAE5EC0,9899 Scenic Ct.
22971,9,San Diego,,2014-04-20 00:00:00,14ca13ed-e1d0-46a3-af18-7870de1a651d,92102,E6100000010C2F9CB92CFD5640400FF09D2072415DC0,6522 Panoramic Dr.
22972,79,Edmonds,,2014-01-26 00:00:00,9c2d7252-6ff6-4f56-9981-fa1cba47499e,98020,E6100000010CB8A62C6AA2DC474076F453B9578F5EC0,4091 Hill Meadow Pl.
22973,53,Bottrop,,2011-11-27 00:00:00,81b8576f-253d-4714-bf7d-a8bf7271e24d,46236,E6100000010CF74B3B13E8B94940DBEB855EFBA81B40,Erftplatz 9
22974,77,Geelong,,2012-06-28 00:00:00,554fa9f4-800b-4f79-b821-a3c538edccd0,3220,E6100000010CE5DBDF43CA1043C020EC40AF9A046240,2536 El Capitan Lane
22975,50,Lane Cove,,2011-12-18 00:00:00,298d86be-5aca-46b9-8ee6-1bf987771b25,1597,E6100000010CDDCF18F654EE40C08D195DCEE1E56240,345 Bisca Y Court
22976,58,Beaverton,,2013-09-10 00:00:00,40218290-c415-47ca-89fb-3178d9929e4c,97005,E6100000010CD3C0C00B74BB464057EEF4587DB65EC0,968 W Lake Dr.
22977,8,Hof,,2011-10-28 00:00:00,339fc2d4-0abc-48de-97d8-f8f0e2eaef1e,95010,E6100000010C61C89ECBD629494008F2258AE9D02740,Buergermeister-ulrich-str 44
22978,9,El Cajon,,2013-11-24 00:00:00,e644973d-fc86-46ff-bc7c-70c0226e4947,92020,E6100000010C8C80E402ED644040415BA8631A465DC0,8577 Dies Dorados
22979,79,Seattle,,2014-06-23 00:00:00,92cdb6b0-9c17-4b9f-b776-6385cc9db3a8,98104,E6100000010C650444C39FCC47406D2AE39AB98B5EC0,6654 Folson Drive
22980,9,Berkeley,,2013-09-13 00:00:00,b38aedb1-a09e-480f-8c7f-1d341155b5f7,94704,E6100000010C2885A36068F34240F5759220458C5EC0,6695 Treat Blvd.
22981,50,Wollongong,,2012-10-10 00:00:00,f336ef42-e508-4cd2-90d2-52898ff980ca,2500,E6100000010CD86F2B97343141C02488DAC9FED66240,5227 Sutton Circle
22982,14,London,,2013-10-19 00:00:00,5be657a6-fe6e-4b08-879f-3ed417d32bcf,SW1P 2NU,E6100000010C9B3C835F39B94940C563C7706D93C1BF,6780 Ware Ct.
22983,79,Everett,,2013-09-11 00:00:00,ebbd3fc0-ea04-4e7b-a7a7-fb1ede2ebc3e,98201,E6100000010CE97E20B262024840B3B1C33185835EC0,5026 North 104th St.
22984,9,Chula Vista,,2013-07-09 00:00:00,d50f5c50-81c6-4f22-8cac-bb4d7f966098,91910,E6100000010CEC67CEA191574040F0409A3A9E425DC0,9007 S Royal Links Circle
22985,9,Woodland Hills,,2013-08-06 00:00:00,12865f89-3571-40dc-b787-6e16118adca0,91364,E6100000010CE5C71AB8091441402F0F982CC5B15DC0,7976 Stonedale
22986,7,Port Hammond,,2012-08-25 00:00:00,605a0a79-8cf1-4aa4-a124-292cd79e88b2,V6B 3P7,E6100000010C1EEDC17E339D484049019C2644CA5EC0,9218 Dalis Dr.
22987,50,Matraville,,2011-07-04 00:00:00,38b8a30f-2894-485e-9e93-914deda49935,2036,E6100000010CE6665C2C4AF840C09C933FE93BE36240,6465 Detroit Ave.
22988,9,Imperial Beach,,2014-01-17 00:00:00,a63cd2c5-8525-4c99-80de-39979f8efdb8,91932,E6100000010C0B7CF5C92A48404038A9088F14465DC0,2423 Brookview Dr.
22989,64,East Brisbane,,2013-09-01 00:00:00,12386e11-744b-4aa2-823b-faf761dfd23a,4169,E6100000010CF08FDEB1C9713BC04A4B31F458206340,7711 Fieldcrest Dr.
22990,9,Chula Vista,,2014-01-23 00:00:00,082dd3c8-d953-4f2b-b385-9cd430eede10,91910,E6100000010C55181DBE9A52404071554D50B0345DC0,3918 Catalpa Court
22991,179,Pantin,,2013-12-21 10:09:29.423,c0e0eb06-7aa1-4c82-922f-636167cdd661,93500,E6100000010C9004A22241744840E7E4507E09490340,"8, avenue de Villiers"
22992,77,Sunbury,,2013-09-09 00:00:00,08c4516d-3b87-4843-8d40-ea4512665c4d,3429,E6100000010CDA4B4705B5C542C0AAE7756B32186240,7376 Redwood Road
22993,14,London,,2014-04-01 00:00:00,9d4cbe07-c898-4d43-bd39-871bd33ad672,SE1 8HL,E6100000010C8AC29B98D9C8494034A9D88C86D0BABF,3083 Boatwright Dr.
22994,9,Chula Vista,,2013-09-29 00:00:00,85cd7be4-03fd-403e-b2d2-ce4144d19782,91910,E6100000010C92B741D78A4D4040E46C92AEDC475DC0,4777 Rockne Drive
22995,77,Sunbury,,2012-12-09 00:00:00,f48f7458-c02e-49d6-816a-c47359ea6d3d,3429,E6100000010C694CD2CFDCC142C04219EED8BB176240,154 Kentucky Dr.
22996,9,West Covina,,2012-04-23 00:00:00,607035df-ec00-4a6b-8c96-1f055fb45360,91791,E6100000010C88E203A9810A4140845F7D48AE7D5DC0,9431 Firestone
22997,77,Seaford,,2013-10-22 00:00:00,da289498-4f79-4356-917f-5db5d9e3beaa,3198,E6100000010C4815A22FA60F43C089888778EB256240,4346 Woodchuck Pl.
22998,9,Torrance,,2014-04-23 00:00:00,cccc3079-c2d2-446d-99a1-ba02df162a60,90505,E6100000010CBB34D00688E240401E920CDE2C915DC0,4345 Azoras Circle
22999,9,Santa Cruz,,2011-09-17 00:00:00,4cb1d2eb-31a9-49ea-8c19-55029e0eacb5,95062,E6100000010C882B004B807642401852E602AC895EC0,3878 Mt. Hood Circle
23000,53,Leipzig,,2012-10-25 00:00:00,95fc68bd-f16f-4534-901c-d304a1ab51d4,04139,E6100000010CF794C4F2CEA349400DAE0DBFAC922840,Wertheimer Straße 899
23001,79,Sedro Woolley,,2013-11-07 00:00:00,ad463252-fb99-4cf0-aa6e-5ace323da74e,98284,E6100000010C457FEA9167404840AA05061C91865EC0,9045 N St.
23002,77,Melbourne,,2012-11-26 00:00:00,f42b7441-8374-4fc2-b91d-5948affc085e,3000,E6100000010CEA53B44A28E442C06BEF5B0513226240,8831 Versailles Pl.
23003,64,Gold Coast,,2014-03-11 00:00:00,bcef5fa3-55a2-4f0b-9783-7887b6ffddda,4217,E6100000010C7E4C9AE8B2F83BC01D21FE992C266340,6908 Woodchuck Pl.
23004,178,Suresnes,,2013-12-21 10:09:29.423,ba14538a-c053-4520-8d85-e2bd675d7064,92150,E6100000010C546C7315FD6F48402E74F72289BE0140,"1416, place de la Concorde"
23005,19,Kassel,,2013-11-07 00:00:00,50f0680f-9b1d-4c3f-80ad-a5c98649c3ed,34117,E6100000010CE03DAC5819AB49409CC4A089C3FA2240,Hans-Rosenthal-Platz 425
23006,79,Seattle,,2013-10-28 00:00:00,7ffbc440-e7b9-47ef-b70b-8ecb757c2c81,98104,E6100000010C8726B9B50FCF47407BE217DC8D935EC0,6949 Miguel Dr.
23007,79,Renton,,2013-09-15 00:00:00,0bb795ee-e871-49ca-9cf6-4494f69fde5b,98055,E6100000010CB7B968FAEDBD474008D5D40E0A975EC0,2133 Turner Dr.
23008,64,Brisbane,,2011-11-07 00:00:00,32f8ae61-6589-482f-b717-e41546b9c99b,4000,E6100000010CDD3767901B733BC01C90AA7A17266340,24 San Vincente Drive
23009,79,Everett,,2013-10-08 00:00:00,65ef4146-8c48-48d8-85c7-0736122c8829,98201,E6100000010CD91B42C9F40148404F4A73C8578C5EC0,3374 Edward Ave.
23010,53,Werne,,2014-05-18 00:00:00,81759bab-5c5f-41f9-a318-cddc868fb9fe,59368,E6100000010C887CF19B35D0494024439888F38C1E40,Postfach 22 11 11
23011,53,Werne,,2014-03-30 00:00:00,5ff82a21-b8de-44d2-908a-c9f0381d672c,59368,E6100000010C2EFB53FCD6D4494038D2685E24851E40,Auf den Kuhlen Straße 4662
23012,14,Bury,,2014-03-06 00:00:00,60b95720-62af-4cfc-8f52-f1ccc98163e3,PE17,E6100000010C485A3F95AFC64A40113522477E6902C0,689 Kalima Place
23013,9,Burbank,,2014-01-24 00:00:00,e00a982c-fec0-427e-a8e3-f51567d81090,91502,E6100000010C170542AFA5184140E8E94A5E1F995DC0,4188 Lodge Dr.
23014,58,Beaverton,,2014-04-12 00:00:00,17872dfd-a021-4714-9d76-0034da6aa102,97005,E6100000010C44ACD0FDEEC5464053CBEDBF21B45EC0,6332 N. Thompson Rd
23015,14,York,,2013-12-08 00:00:00,623c130c-27e0-4011-9d48-a6fb6ad7ffc1,Y03 4TN,E6100000010C1CC7CC33E2F54A40B65168F18A51F1BF,3443 Centennial Way
23016,7,Newton,,2012-05-03 00:00:00,b6025ed0-7152-4bc7-85d3-25245b4b39a5,V2L3W8,E6100000010C44F1C9BB47EC4A405B8857A6DBB45EC0,5938 Coachman Pl.
23017,64,Hawthorne,,2011-10-20 00:00:00,90f9d662-5284-411a-a887-be22d0e05687,4171,E6100000010CF4D46B919C733BC073B1A25E211F6340,5554 Killdeer Court
23018,77,Cranbourne,,2011-07-09 00:00:00,8b3809d6-2faa-4888-8135-e7a7e99d0ab1,3977,E6100000010CC22E88442D1243C0884CDD6CD7256240,1873 Mt. Whitney Dr
23019,79,Burien,,2013-11-25 00:00:00,99de4a8c-e8ac-4d87-a732-59a0962dc16a,98168,E6100000010C7B18C90267C2474024EA3B7731995EC0,4944 Abbey Court
23020,9,Beverly Hills,,2014-01-12 00:00:00,8c3ff599-1923-4f04-a1e8-5cf413711bd5,90210,E6100000010C58CF622C1808414083A4253D15935DC0,9613 Camino Royale
23021,50,North Ryde,,2013-08-30 00:00:00,3c9eed94-e50b-44e3-81a7-05d975429707,2113,E6100000010C944140891DE140C03AA30C2D15E96240,991 Vista Verde
23022,79,Renton,,2014-04-22 00:00:00,4ca0a498-b1af-479c-8e96-b8e5101bc414,98055,E6100000010CB7B968FAEDBD474096E86645EC815EC0,2306 Hillridge Way
23023,20,Bonn,,2013-08-10 00:00:00,1494dcf0-40d6-45dd-b9f3-f7959dd3fdd6,53001,E6100000010C00000000000000000000000000000000,Herzogstr 32098
23024,79,Bellingham,,2013-07-06 00:00:00,9525f320-059b-40d0-99e9-39f82ee96f41,98225,E6100000010CA805139E00604840ECCDF96CC8A45EC0,6965 Lindsey Court
23025,7,Oak Bay,,2014-03-14 00:00:00,8e580c98-5bb0-45da-abe5-696bc32e5f57,V8P,E6100000010C1916C566503A4840BC53E60F7AC85EC0,3588 Green Valley Road
23026,58,Beaverton,,2013-12-14 00:00:00,f4d9f36e-9849-4d22-9f3d-7bd763adbf30,97005,E6100000010C13603B9246C1464057EEF4587DB65EC0,8501 Bonifacio St.
23027,177,Morangis,,2013-12-21 10:09:29.423,9c8e131a-5b33-4d07-85d2-ac8c24d612ac,91420,E6100000010C9C337F74D25B4840FC6CEE50F9AE0240,"11, avenue du Président-Kennedy"
23028,164,Versailles,,2013-12-21 10:09:29.423,63266739-5fd0-4d74-8545-dba3e9210e77,78000,E6100000010C0CE63311306448400C96B90EB7F00040,"1, rue Lamarck"
23029,9,Oakland,,2013-10-02 00:00:00,39c4f077-72f3-456f-88e5-cae59e7f3d0e,94611,E6100000010CB450251C5DEC42405F43BD4BE6885EC0,2988 Wightman Lane
23030,64,Caloundra,,2012-03-28 00:00:00,de8d86db-aeff-4dee-8b81-83b3d5e69e3b,4551,E6100000010C1A9823DEF4D23AC005C1D43B6D246340,9507 Mountaire Drive
23031,9,Santa Cruz,,2011-12-17 00:00:00,9f340c64-5ac1-4328-8d9e-0a6aa5685d8f,95062,E6100000010C62884A917080424049A51C4E9E7B5EC0,1065 Almond St.
23032,145,Dunkerque,,2013-12-21 10:09:29.423,72d7a476-a712-4d4e-b5d5-f1888724fe6b,59140,E6100000010CD6162D391C864940FB82D81332CB0240,"1, rue de Varenne"
23033,9,Berkeley,,2013-08-05 00:00:00,c7f358f7-d0de-4ba9-80aa-f5b1abc78c1a,94704,E6100000010C43E4449E0BEF42405B05F92272845EC0,3854 Wildcat Circle
23034,9,Concord,,2013-10-16 00:00:00,bf8c6596-1b28-41d1-8a88-89458579e595,94519,E6100000010C74229CF294FD424056222BF6DB875EC0,7900 Black Walnut Ct.
23035,9,Downey,,2013-08-07 00:00:00,8570f8f9-d10f-44ae-84e2-e8ff9f58155d,90241,E6100000010C861F1BD99FF44040589CF2B352925DC0,3761 N. 14th St
23036,161,Paris,,2013-12-21 10:09:29.423,2476a461-0874-4bfe-8333-d5cadb5f37dc,75003,E6100000010C40278CE8B26B4840BD7953836CB30240,"5710, rue Villedo"
23037,14,Cheltenham,,2012-11-18 00:00:00,2426e834-007e-45e2-b135-d25329e64ed8,GL50,E6100000010C4B0386A8F2F44940AB139882459A00C0,5738 Bent Tree Lane
23038,58,Salem,,2014-03-05 00:00:00,2a60549c-c3e7-4dc0-b926-075f00c66171,97301,E6100000010CF6E0375B2B754640E052089D00C85EC0,2093 Frayne Ct.
23039,79,Seattle,,2014-01-27 00:00:00,1d0818aa-20fa-4ced-8505-0e0883d1fb7b,98104,E6100000010C122F1FE587C6474056DA914EDB8E5EC0,5043 Minert Rd.
23040,50,Lane Cove,,2012-06-19 00:00:00,6d11476f-eedc-4d68-9888-2fb9dfd62460,1597,E6100000010C50CB6E42A5E240C096D6626824DE6240,1561 Black Point Pl
23041,9,Glendale,,2013-10-26 00:00:00,0fc76b69-1d28-4a93-af3d-1edd37e5cbf4,91203,E6100000010C6E5EF965BD1541403DF1148767865DC0,3629 Warren St.
23042,77,Melton,,2014-01-27 00:00:00,64e204fb-3bb7-46d6-9868-8111126602be,3337,E6100000010C64800F3F80CF42C082BCE28FD6196240,9752 Jeanne Circle
23043,79,Bellingham,,2014-05-06 00:00:00,2d353dae-dee0-4f7b-b1c9-e1776fbcbd6e,98225,E6100000010C183081DB605F48404432CA7B4B9F5EC0,9488 St. Francis Dr.
23044,9,Berkeley,,2014-02-21 00:00:00,4250a20f-c499-4303-b5c5-a372b77d1386,94704,E6100000010C49CAB4B0B6E94240A4F687E9C9985EC0,2393 Brook Hollow Ct.
23045,131,Orleans,,2013-12-21 10:09:29.423,8649af16-5888-4691-bcc3-f50f9b1624a6,45000,E6100000010C0502865560F34740032C268B8A8BFE3F,"10, rue de Maubeuge"
23046,79,Port Orchard,,2014-06-28 00:00:00,31e431d2-b248-4eab-a389-0a5c6c27b1b6,98366,E6100000010C463DFFE25BC54740865C542DF1A55EC0,984 Talbart St.
23047,64,Hawthorne,,2014-05-23 00:00:00,c8b15695-83bf-4ebb-99bf-4638b411a71d,4171,E6100000010CEE0E00412D6B3BC0685CC2DAB81A6340,5416 Thornwood Dr.
23048,145,Lille,,2013-12-21 10:09:29.423,a4fd97af-a75a-40b9-8057-432120e3c7fd,59000,E6100000010C5C013DB9514D49409809E51C625B0840,1144/118 rue Faubourg St Antoine
23049,58,Lake Oswego,,2012-11-21 00:00:00,efbbf987-09bf-47b9-a471-f0b170f4e212,97034,E6100000010C669D119BC3AE4640513EB663C1AE5EC0,4442 Carlos Dr.
23050,179,Tremblay-en-France,,2013-12-21 10:09:29.423,f91930d4-216e-4772-98f3-72780dfe4280,93290,E6100000010C10847C2D1E7A48407F34ABA0BD6A0440,"268, avenue de l´Europe"
23051,50,Lavender Bay,,2013-10-13 00:00:00,924c1a14-1351-4b25-83a4-011c7e64e98a,2060,E6100000010CC7AC7E9EA6E840C0811CAC8C2BE16240,3647 San Miguel Road
23052,79,Bellingham,,2013-09-05 00:00:00,58fa1ce0-1628-476e-bea5-8be06e6a08e9,98225,E6100000010CA805139E00604840278345E5DCA05EC0,4444 Buckingham Dr.
23053,79,Tacoma,,2013-09-17 00:00:00,97e0d81c-b746-4714-bd75-4fe796eb4232,98403,E6100000010C3372770993A14740DA2BC94475915EC0,2560 B Eagle Peak Rd.
23054,50,Newcastle,,2013-11-14 00:00:00,cf11b926-1511-4de2-a7ac-6916954bc10f,2300,E6100000010C9B29F9F84E7240C039A2D2E805F66240,2608 Southampton Road
23055,9,Lincoln Acres,,2014-01-16 00:00:00,1e2e3a34-9486-4141-8638-5594e8350586,91950,E6100000010C1D93F7F0335B4040CA4BAF63DA4B5DC0,7219 Canyon Way
23056,9,Berkeley,,2014-03-31 00:00:00,7a1b6350-f6b2-4fb7-adfd-e68cca17cc24,94704,E6100000010C6DD6A7F4FBF042401E2E5F9F2E905EC0,757 Ptarmigan Drive
23057,9,Daly City,,2013-08-07 00:00:00,9bdd31c4-235f-4596-a746-1ebc3f057b29,94015,E6100000010C22A4B06B2BD342407A62AC39459A5EC0,3842 Algiers Dr.
23058,50,Goulburn,,2014-04-22 00:00:00,d4e42bee-435b-4094-a121-5581e68cc049,2580,E6100000010CEA703ACBF74B41C0FE58516DE2AE6240,7982 D Kiska Ct.
23059,50,Wollongong,,2013-04-12 00:00:00,612f7973-d6e4-4991-850c-5442ab5fb8ea,2500,E6100000010C3C72BE76383C41C0AEA3469407D66240,1412 San Marino Ct.
23060,7,Westminster,,2013-08-11 00:00:00,df0ff47d-c3c1-4d40-b1c2-22f28a25983b,V3L 1H4,E6100000010CB4C977A9039C484068946A8D95B75EC0,8287 Altura Dr.
23061,50,Newcastle,,2012-04-14 00:00:00,f8577419-f03f-4ab3-ac97-b63d2e3324df,2300,E6100000010CB756EB82A17840C09A7E554C56FC6240,198 Edie Ct.
23062,58,Portland,,2014-01-20 00:00:00,5bc7fe0e-509a-4cb7-85da-17cb8b947eb7,97205,E6100000010C0E68E06C99C54640E0D56B15F5A05EC0,6111 Joan Ave.
23063,166,Saint Ouen,,2013-12-21 10:09:29.423,4e3daad6-a041-4918-80d3-b8751c21ead5,80610,E6100000010CB2D787EA910C494034922B4022000140,"2, rue de la Centenaire"
23064,66,Perth,,2013-01-19 00:00:00,8b781d12-832e-44ee-b912-fdee4c630a7b,6006,E6100000010C5A4CF7AE98E13FC0D92C31D120FB5C40,296 Bel Air Dr.
